ENSDARG00000077720	CABZ01062422.1
ENSDARG00000086074	CABZ01073098.1
ENSDARG00000089568	CABZ01073099.1
ENSDARG00000036900	CFI
ENSDARG00000089256	CABZ01073388.1
ENSDARG00000090240	CABZ01073389.1
ENSDARG00000060302	CABZ01073390.1
ENSDARG00000067652	im:7150988
ENSDARG00000075464	MAP4 (1 of 3)
ENSDARG00000087746	ENSDARG00000087746
ENSDARG00000090467	CABZ01074130.1
ENSDARG00000078899	COL22A1
ENSDARG00000079492	KDM5A
ENSDARG00000087217	USP15
ENSDARG00000091620	CABZ01074309.1
ENSDARG00000039941	OLFML2A (2 of 2)
ENSDARG00000089306	CABZ01074397.1
ENSDARG00000087125	ENSDARG00000087125
ENSDARG00000091661	CABZ01074886.1
ENSDARG00000059032	CABZ01074888.1
ENSDARG00000029351	ENSDARG00000029351
ENSDARG00000089308	CABZ01075021.1
ENSDARG00000003323	dcp1a
ENSDARG00000079184	BICD2 (1 of 2)
ENSDARG00000090448	ZNF660 (7 of 10)
ENSDARG00000015911	mcm2
ENSDARG00000089506	WNK2
ENSDARG00000039716	CABZ01075191.1
ENSDARG00000009449	PDCL3
ENSDARG00000075944	nms
ENSDARG00000090841	TMEM241 (2 of 2)
ENSDARG00000086229	CABZ01075684.1
ENSDARG00000086434	CABZ01075684.2
ENSDARG00000089141	CABZ01075922.6
ENSDARG00000088843	CABZ01075922.5
ENSDARG00000086637	CABZ01075922.2
ENSDARG00000091158	CABZ01075922.8
ENSDARG00000091769	CABZ01075922.10
ENSDARG00000091331	CABZ01075922.9
ENSDARG00000086377	CABZ01075922.1
ENSDARG00000086862	CABZ01075922.3
ENSDARG00000089621	CABZ01075922.7
ENSDARG00000087420	CABZ01075922.4
ENSDARG00000090445	SI:DKEY-78K22.2
ENSDARG00000087156	5S_rRNA
ENSDARG00000085389	5S_rRNA
ENSDARG00000067799	TMEM164
ENSDARG00000085543	5S_rRNA
ENSDARG00000091587	CABZ01076758.1
ENSDARG00000091747	NEDD4 (2 of 2)
ENSDARG00000010073	rab3ip
ENSDARG00000040581	MYRFL
ENSDARG00000082641	5S_rRNA
ENSDARG00000091426	CABZ01077409.3
ENSDARG00000088901	CABZ01077409.1
ENSDARG00000091303	CABZ01077409.2
ENSDARG00000089559	ENSDARG00000089559
ENSDARG00000088495	DNAJC11 (2 of 2)
ENSDARG00000078021	PHF13
ENSDARG00000070355	FBXO2
ENSDARG00000086898	CCDC23
ENSDARG00000089100	OFCC1
ENSDARG00000067969	SPATS2 (1 of 2)
ENSDARG00000088414	ate1
ENSDARG00000090482	FBF1
ENSDARG00000082894	snoR38
ENSDARG00000088997	SNORD49
ENSDARG00000089751	SNORD49
ENSDARG00000039784	toporsb
ENSDARG00000039785	CABZ01078610.1
ENSDARG00000088221	CABZ01078611.1
ENSDARG00000077806	CABZ01079005.1
ENSDARG00000081288	5S_rRNA
ENSDARG00000077693	CABZ01079241.1
ENSDARG00000086728	CZv9_scaffold3516HXorf58
ENSDARG00000046154	apooa
ENSDARG00000090042	dre-mir-2189
ENSDARG00000090578	zgc:171497
ENSDARG00000091604	CABZ01079302.1
ENSDARG00000089537	CABZ01079304.1
ENSDARG00000091330	5S_rRNA
ENSDARG00000086524	5S_rRNA
ENSDARG00000086594	CABZ01079733.1
ENSDARG00000063452	soul3
ENSDARG00000091063	FANCM (1 of 3)
ENSDARG00000090610	FANCM (2 of 3)
ENSDARG00000091077	CABZ01080599.2
ENSDARG00000078664	CABZ01080599.1
ENSDARG00000076498	golim4a
ENSDARG00000089577	CABZ01079804.2
ENSDARG00000088988	CABZ01079804.1
ENSDARG00000079999	RSBN1
ENSDARG00000089160	ZBTB32 (2 of 2)
ENSDARG00000089298	CABZ01079925.1
ENSDARG00000090831	CABZ01079939.1
ENSDARG00000075773	CABZ01079952.1
ENSDARG00000014022	NFAT5 (1 of 2)
ENSDARG00000077462	FAM131A
ENSDARG00000091647	CABZ01080014.1
ENSDARG00000087332	MEX3D
ENSDARG00000091328	ADAMTS2 (2 of 2)
ENSDARG00000087580	5S_rRNA
ENSDARG00000087410	CABZ01080142.1
ENSDARG00000079091	MPHOSPH9
ENSDARG00000087785	CABZ01080338.1
ENSDARG00000089453	CCPG1 (2 of 2)
ENSDARG00000087850	CABZ01080397.1
ENSDARG00000040344	h1m
ENSDARG00000088086	ENSDARG00000088086
ENSDARG00000073938	ENSDARG00000073938
ENSDARG00000074142	ENSDARG00000074142
ENSDARG00000028412	LOX (1 of 2)
ENSDARG00000075657	SNCAIP
ENSDARG00000053356	SNX2
ENSDARG00000055669	NCAM2 (2 of 2)
ENSDARG00000069591	DDAH1
ENSDARG00000077566	CZv9_NA991H1orf52
ENSDARG00000060357	zgc:171298
ENSDARG00000088020	CABZ01081148.1
ENSDARG00000074958	SSTR3 (2 of 2)
ENSDARG00000075738	CUTA
ENSDARG00000084924	SCARNA18
ENSDARG00000089394	ENSDARG00000089394
ENSDARG00000079298	CABZ01081359.1
ENSDARG00000087169	CABZ01081375.1
ENSDARG00000088004	ERMP1 (1 of 2)
ENSDARG00000089707	CABZ01081747.1
ENSDARG00000090321	CABZ01081747.2
ENSDARG00000086855	ZNF32 (1 of 4)
ENSDARG00000057324	ENSDARG00000057324
ENSDARG00000090782	CABZ01081752.1
ENSDARG00000089253	ENSDARG00000089253
ENSDARG00000017820	POLR3D (1 of 2)
ENSDARG00000090121	CABZ01083267.1
ENSDARG00000090530	CABZ01083546.1
ENSDARG00000087946	UNC13C (3 of 4)
ENSDARG00000090529	CABZ01083607.2
ENSDARG00000086400	BPHL
ENSDARG00000077010	eif2ak4
ENSDARG00000068539	CABZ01084451.1
ENSDARG00000091823	CABZ01084869.1
ENSDARG00000086787	CABZ01084877.1
ENSDARG00000058599	CABZ01084942.1
ENSDARG00000088098	lcp1
ENSDARG00000090046	ENSDARG00000090046
ENSDARG00000088845	CABZ01085177.1
ENSDARG00000090441	ENSDARG00000090441
ENSDARG00000054200	CAMTA2
ENSDARG00000075451	FKBP15 (2 of 4)
ENSDARG00000090897	ENSDARG00000090897
ENSDARG00000078148	CABZ01085365.1
ENSDARG00000089985	5S_rRNA
ENSDARG00000090422	SHROOM3 (1 of 2)
ENSDARG00000077051	WNK4 (2 of 2)
ENSDARG00000046136	BRPF1
ENSDARG00000090611	CASKIN2 (1 of 4)
ENSDARG00000086050	5S_rRNA
ENSDARG00000088858	GPC5
ENSDARG00000088618	CABZ01086542.1
ENSDARG00000090446	CABZ01086544.1
ENSDARG00000089975	CABZ01086639.3
ENSDARG00000087661	CABZ01086639.2
ENSDARG00000077538	PGBD4 (5 of 8)
ENSDARG00000090994	CABZ01086639.4
ENSDARG00000090609	CABZ01086642.1
ENSDARG00000090829	CABZ01086642.2
ENSDARG00000060181	slco1d1
ENSDARG00000074173	CABZ01086663.1
ENSDARG00000076531	slco1f3
ENSDARG00000083372	5S_rRNA
ENSDARG00000078354	slco1f2
ENSDARG00000087760	5S_rRNA
ENSDARG00000008350	SMARCA4 (1 of 2)
ENSDARG00000089730	CABZ01086780.1
ENSDARG00000041883	MPP7 (2 of 3)
ENSDARG00000090059	CABZ01086952.1
ENSDARG00000091610	mrps16
ENSDARG00000089041	CABZ01087025.1
ENSDARG00000082128	CR855265.1
ENSDARG00000059778	FKBP15 (1 of 4)
ENSDARG00000086649	ENSDARG00000086649
ENSDARG00000073975	CUL9
ENSDARG00000090204	CABZ01087282.1
ENSDARG00000089317	5S_rRNA
ENSDARG00000077944	LAMP1 (2 of 2)
ENSDARG00000089786	ENSDARG00000089786
ENSDARG00000088720	THAP9 (2 of 3)
ENSDARG00000088735	RAP1GAP (2 of 3)
ENSDARG00000074416	ENSDARG00000074416
ENSDARG00000087183	CABZ01088071.1
ENSDARG00000062957	sult4a1
ENSDARG00000044086	pnpla3
ENSDARG00000017407	ttll12
ENSDARG00000022487	DYNC1I1 (1 of 2)
ENSDARG00000018935	GABRB2 (2 of 2)
ENSDARG00000088094	CABZ01088598.1
ENSDARG00000015257	plcb4
ENSDARG00000075246	PACS1 (2 of 3)
ENSDARG00000091553	CABZ01088718.1
ENSDARG00000088306	CABZ01088737.1
ENSDARG00000090016	5S_rRNA
ENSDARG00000075320	asmt
ENSDARG00000003384	akap17a
ENSDARG00000053220	UNC13C (4 of 4)
ENSDARG00000087899	CU694219.1
ENSDARG00000086165	CABZ01089399.1
ENSDARG00000091157	FCHSD2
ENSDARG00000082180	5_8S_rRNA
ENSDARG00000086202	CABZ01089974.1
ENSDARG00000079195	WDR48 (1 of 3)
ENSDARG00000086013	SEC14L1 (1 of 2)
ENSDARG00000087101	VPRBP (2 of 2)
ENSDARG00000088620	ENSDARG00000088620
ENSDARG00000063692	zgc:158321
ENSDARG00000061380	HUS1B
ENSDARG00000083631	Y_RNA
ENSDARG00000083429	CABZ01092390.1
ENSDARG00000086811	5S_rRNA
ENSDARG00000091666	5S_rRNA
ENSDARG00000083974	5S_rRNA
ENSDARG00000076577	CABZ01092804.1
ENSDARG00000087310	ENSDARG00000087310
ENSDARG00000043852	CABZ01092941.1
ENSDARG00000043851	CABZ01092943.1
ENSDARG00000038245	DENND6A (1 of 2)
ENSDARG00000088333	ENSDARG00000088333
ENSDARG00000087158	DNAJC13 (1 of 2)
ENSDARG00000068238	zgc:136906
ENSDARG00000091224	DUSP13 (3 of 3)
ENSDARG00000091427	DMXL1
ENSDARG00000091830	CABZ01095083.1
ENSDARG00000086878	PDZRN4 (1 of 2)
ENSDARG00000015775	gap43
ENSDARG00000091309	LSAMP
ENSDARG00000018234	ENSDARG00000018234
ENSDARG00000042531	RYR3 (2 of 3)
ENSDARG00000089493	RYR3 (1 of 3)
ENSDARG00000090437	ANO1 (2 of 4)
ENSDARG00000091056	CABZ01099929.1
ENSDARG00000091114	ENSDARG00000091114
ENSDARG00000091380	CABZ01100379.1
ENSDARG00000079797	CABZ01100402.1
ENSDARG00000090533	TWF1 (3 of 3)
ENSDARG00000025364	ACTN1 (2 of 2)
ENSDARG00000088622	CABZ01102054.1
ENSDARG00000086694	CABZ01102076.1
ENSDARG00000063420	TOX4 (1 of 2)
ENSDARG00000079778	ENSDARG00000079778
ENSDARG00000053219	PPIC
ENSDARG00000086951	CABZ01102274.1
ENSDARG00000088555	AP1S2 (1 of 2)
ENSDARG00000089300	5S_rRNA
ENSDARG00000089980	TFR2 (1 of 2)
ENSDARG00000042781	ppp4r1
ENSDARG00000089935	ENSDARG00000089935
ENSDARG00000089606	pin1
ENSDARG00000088603	RHO (2 of 3)
ENSDARG00000090065	CABZ01109599.1
ENSDARG00000074831	twsg1b
ENSDARG00000087039	ENSDARG00000087039
ENSDARG00000091054	ENSDARG00000091054
ENSDARG00000091237	CABZ01111480.1
ENSDARG00000086384	FMN1 (1 of 3)
ENSDARG00000091094	CABZ01111604.1
ENSDARG00000091689	CABZ01111623.1
ENSDARG00000083881	5S_rRNA
ENSDARG00000059061	CABZ01111729.1
ENSDARG00000086375	CABZ01111793.1
ENSDARG00000091308	ENSDARG00000091308
ENSDARG00000086642	CABZ01111935.1
ENSDARG00000088983	CABZ01111936.2
ENSDARG00000086695	CABZ01111936.1
ENSDARG00000090776	ENSDARG00000090776
ENSDARG00000082924	mir723
ENSDARG00000083799	5S_rRNA
ENSDARG00000089023	ENSDARG00000089023
ENSDARG00000076684	ENSDARG00000076684
ENSDARG00000087582	CABZ01112387.1
ENSDARG00000087343	hs3st1l1
ENSDARG00000089151	tlr8a
ENSDARG00000091844	CABZ01112436.1
ENSDARG00000084977	5S_rRNA
ENSDARG00000086409	EGFR (3 of 4)
ENSDARG00000054766	SMOC2 (2 of 2)
ENSDARG00000090808	GABRA3
ENSDARG00000088905	pde8a
ENSDARG00000090660	si:ch211-69i3.3
ENSDARG00000087418	VPRBP (1 of 2)
ENSDARG00000079755	wu:fy63c09
ENSDARG00000089268	LPCAT4 (1 of 2)
ENSDARG00000086138	emc4
ENSDARG00000091007	CABZ01113980.1
ENSDARG00000091755	CABZ01113981.1
ENSDARG00000089118	si:dkey-16p6.1
ENSDARG00000088529	CABZ01114193.1
ENSDARG00000091324	mfsd7
ENSDARG00000017554	SLC44A2 (2 of 2)
ENSDARG00000087342	CABZ01117094.1
ENSDARG00000060557	KIF2A (2 of 2)
ENSDARG00000089905	CABZ01117437.1
ENSDARG00000075665	ABCB11 (3 of 3)
ENSDARG00000079349	E2F1
ENSDARG00000079749	ZNF341
ENSDARG00000076149	ITCH (1 of 2)
ENSDARG00000089677	CABZ01117603.1
ENSDARG00000019478	SLC10A7
ENSDARG00000089504	CABZ01117605.1
ENSDARG00000079116	snx1b
ENSDARG00000089946	CST7
ENSDARG00000075204	SYNDIG1
ENSDARG00000086736	CABZ01118266.1
ENSDARG00000088011	FAM19A2
ENSDARG00000074923	SLC16A7
ENSDARG00000076937	CZv9_NA429H14orf28
ENSDARG00000063447	KLHL28
ENSDARG00000039197	FAM179B
ENSDARG00000083840	5S_rRNA
ENSDARG00000087283	CR361561.1
ENSDARG00000091146	SI:DKEY-78K22.2
ENSDARG00000090594	CR361561.2
ENSDARG00000091566	CR361561.3
ENSDARG00000053243	CR388047.1
ENSDARG00000093276	CR388047.4
ENSDARG00000086083	CR388047.2
ENSDARG00000086496	CR388047.3
ENSDARG00000089186	CR388390.1
ENSDARG00000086861	U1
ENSDARG00000088814	U1
ENSDARG00000091742	U1
ENSDARG00000086817	U6
ENSDARG00000083552	U6
ENSDARG00000087134	U6
ENSDARG00000086595	U6
ENSDARG00000091190	U6
ENSDARG00000086366	U6
ENSDARG00000091297	U6
ENSDARG00000089231	U6
ENSDARG00000090940	U6
ENSDARG00000086144	U6
ENSDARG00000088385	U6
ENSDARG00000089400	U6
ENSDARG00000089612	U6
ENSDARG00000089652	U6
ENSDARG00000086625	U6
ENSDARG00000090574	U6
ENSDARG00000091052	U6
ENSDARG00000087326	U6
ENSDARG00000089718	U6
ENSDARG00000088830	U6
ENSDARG00000087280	U6
ENSDARG00000087634	U6
ENSDARG00000088212	U6
ENSDARG00000088767	U6
ENSDARG00000091104	U6
ENSDARG00000086771	U6
ENSDARG00000087975	U6
ENSDARG00000086432	U6
ENSDARG00000090565	U6
ENSDARG00000086929	U6
ENSDARG00000087896	U6
ENSDARG00000087614	U6
ENSDARG00000091374	U6
ENSDARG00000090351	U6
ENSDARG00000086734	U6
ENSDARG00000090435	U6
ENSDARG00000088138	U6
ENSDARG00000089440	U6
ENSDARG00000087535	CR628395.1
ENSDARG00000088914	CR628395.2
ENSDARG00000089703	CR628395.3
ENSDARG00000069365	zgc:171310
ENSDARG00000090032	5S_rRNA
ENSDARG00000095036	CR762480.5
ENSDARG00000091315	CR762480.2
ENSDARG00000087351	5S_rRNA
ENSDARG00000088822	CR762480.1
ENSDARG00000093828	CR762480.4
ENSDARG00000092494	CR762480.3
ENSDARG00000089214	5S_rRNA
ENSDARG00000087966	zgc:171310
ENSDARG00000090073	5S_rRNA
ENSDARG00000087308	CR847571.1
ENSDARG00000091578	5S_rRNA
ENSDARG00000088864	CR788286.1
ENSDARG00000086297	CR792415.1
ENSDARG00000088045	CR792415.6
ENSDARG00000087514	CR792415.3
ENSDARG00000089804	CR792415.8
ENSDARG00000090597	CR792415.11
ENSDARG00000090498	CR792415.10
ENSDARG00000091474	CR792415.14
ENSDARG00000086428	CR792415.2
ENSDARG00000087787	CR792415.5
ENSDARG00000091102	CR792415.12
ENSDARG00000091283	CR792415.13
ENSDARG00000090112	CR792415.9
ENSDARG00000089495	CR792415.7
ENSDARG00000087728	CR792415.4
ENSDARG00000088074	CR847893.1
ENSDARG00000093810	SI:DKEY-78K22.2
ENSDARG00000086834	SI:DKEY-78K22.2
ENSDARG00000086239	SI:DKEY-78K22.2
ENSDARG00000052289	CYGB (2 of 3)
ENSDARG00000076948	CT027690.2
ENSDARG00000089116	CT027690.3
ENSDARG00000074181	LRRC24 (2 of 2)
ENSDARG00000085255	5S_rRNA
ENSDARG00000074797	SI:CH211-170P16.1
ENSDARG00000070417	XXYLT1 (2 of 2)
ENSDARG00000075947	PIK3CA (2 of 2)
ENSDARG00000058527	ENSDARG00000058527
ENSDARG00000094122	ENSDARG00000094122
ENSDARG00000095367	ENSDARG00000095367
ENSDARG00000093329	ENSDARG00000093329
ENSDARG00000094049	ENSDARG00000094049
ENSDARG00000093935	ENSDARG00000093935
ENSDARG00000092698	ENSDARG00000092698
ENSDARG00000095490	ENSDARG00000095490
ENSDARG00000093920	ENSDARG00000093920
ENSDARG00000093736	ENSDARG00000093736
ENSDARG00000093017	ENSDARG00000093017
ENSDARG00000095166	ENSDARG00000095166
ENSDARG00000094363	ENSDARG00000094363
ENSDARG00000088604	ENSDARG00000088604
ENSDARG00000089695	ENSDARG00000089695
ENSDARG00000090995	GPR179 (2 of 2)
ENSDARG00000055728	st8sia1
ENSDARG00000016728	zgc:92233
ENSDARG00000077484	B4GALNT3 (3 of 3)
ENSDARG00000091630	5S_rRNA
ENSDARG00000076356	TNRC6C (3 of 3)
ENSDARG00000076607	CR383676.3
ENSDARG00000009017	SCYL1 (2 of 2)
ENSDARG00000020659	CU138503.3
ENSDARG00000071326	zgc:154040
ENSDARG00000077189	INTS5 (2 of 2)
ENSDARG00000079701	GANAB (1 of 3)
ENSDARG00000010690	CU138503.2
ENSDARG00000086797	ubxn1
ENSDARG00000091248	CU138503.6
ENSDARG00000091809	EHD1 (1 of 3)
ENSDARG00000091394	CU182823.2
ENSDARG00000088757	si:dkey-16p6.1
ENSDARG00000088635	CU182823.1
ENSDARG00000075391	si:dkey-238o14.7
ENSDARG00000087852	CU550713.1
ENSDARG00000076181	kcnip3a
ENSDARG00000087252	PTCHD3 (1 of 3)
ENSDARG00000035084	rab18b
ENSDARG00000087895	mib
ENSDARG00000087253	yme1l1b
ENSDARG00000002702	surf4
ENSDARG00000089817	NPTN (2 of 3)
ENSDARG00000061277	DFNB31 (2 of 3)
ENSDARG00000088599	stxbp1b
ENSDARG00000091554	FAM129B (3 of 3)
ENSDARG00000091659	LPL (1 of 2)
ENSDARG00000020838	AP1M1
ENSDARG00000086687	5S_rRNA
ENSDARG00000086696	RBFOX3 (2 of 3)
ENSDARG00000091109	CD2 (1 of 4)
ENSDARG00000076224	CD58 (1 of 2)
ENSDARG00000014323	zgc:91849
ENSDARG00000093308	CD58 (2 of 2)
ENSDARG00000034961	bzw1b
ENSDARG00000074800	si:dkey-11f4.7
ENSDARG00000087142	5S_rRNA
ENSDARG00000070312	zgc:158320
ENSDARG00000088486	si:dkey-11f4.4
ENSDARG00000012995	actr5
ENSDARG00000091163	ndufa4l2
ENSDARG00000079996	stac3
ENSDARG00000079042	si:ch211-166e11.5
ENSDARG00000005470	kif5aa
ENSDARG00000013184	pcbp2
ENSDARG00000095278	si:ch211-166e11.1
ENSDARG00000042565	map3k12
ENSDARG00000019547	aaas
ENSDARG00000042550	cldn10l2
ENSDARG00000005377	CLDN10
ENSDARG00000027515	rrp1
ENSDARG00000060913	CABZ01067563.1
ENSDARG00000060912	SLC5A7 (2 of 2)
ENSDARG00000063721	CABZ01067557.1
ENSDARG00000059324	FAM126B (3 of 3)
ENSDARG00000078042	crfb5
ENSDARG00000093125	RANBP2 (2 of 2)
ENSDARG00000014976	lims2
ENSDARG00000094758	FAM126B (2 of 3)
ENSDARG00000093661	MAP4K4
ENSDARG00000078172	PTGFRN (1 of 2)
ENSDARG00000086721	CABZ01067072.1
ENSDARG00000088027	CABZ01067071.1
ENSDARG00000075668	si:dkeyp-118h9.7
ENSDARG00000078058	dip2a
ENSDARG00000074802	CFLAR (2 of 2)
ENSDARG00000075709	NDUFB3
ENSDARG00000011999	ybey
ENSDARG00000040990	usp37
ENSDARG00000037203	insig2
ENSDARG00000014321	eng1a
ENSDARG00000059294	marco
ENSDARG00000015592	c1ql2
ENSDARG00000021678	CU463316.1
ENSDARG00000075641	steap3
ENSDARG00000037199	C9H2orf76
ENSDARG00000026369	dbi
ENSDARG00000059305	tmem37
ENSDARG00000077553	CABZ01067868.1
ENSDARG00000088472	dock9a
ENSDARG00000077192	slc15a1a
ENSDARG00000031413	stk24a
ENSDARG00000078199	ino80da
ENSDARG00000063704	gpr1
ENSDARG00000074197	ADAM23 (2 of 2)
ENSDARG00000063695	FARP1 (2 of 2)
ENSDARG00000079069	DOCK9 (3 of 3)
ENSDARG00000091593	U1
ENSDARG00000090968	U1
ENSDARG00000089147	U1
ENSDARG00000070272	casp8l2
ENSDARG00000076718	prkra
ENSDARG00000094004	si:ch73-108h4.3
ENSDARG00000063730	osbpl6
ENSDARG00000063731	rbm45
ENSDARG00000042880	si:ch211-222f23.6
ENSDARG00000063732	pde11a
ENSDARG00000042821	agps
ENSDARG00000083365	mir148
ENSDARG00000042824	nfe2l2a
ENSDARG00000059351	hnrnpa3
ENSDARG00000080664	5S_rRNA
ENSDARG00000095530	si:rp71-78h1.1
ENSDARG00000095041	si:rp71-78h1.10
ENSDARG00000059280	hoxd3a
ENSDARG00000059276	hoxd4a
ENSDARG00000080641	mir10b-1
ENSDARG00000094186	si:rp71-78h1.11
ENSDARG00000059274	hoxd9a
ENSDARG00000057859	hoxd10a
ENSDARG00000059267	hoxd11a
ENSDARG00000059263	hoxd12a
ENSDARG00000059256	hoxd13a
ENSDARG00000059255	evx2
ENSDARG00000063646	lnpa
ENSDARG00000084042	5S_rRNA
ENSDARG00000093786	si:ch211-245l1.1
ENSDARG00000094970	si:ch211-245l1.2
ENSDARG00000017775	atp5g3a
ENSDARG00000092110	si:ch1073-470i20.2
ENSDARG00000023903	atf2
ENSDARG00000087701	CABZ01113631.1
ENSDARG00000087952	5S_rRNA
ENSDARG00000044418	CIR1
ENSDARG00000016611	scrn3
ENSDARG00000090804	gpr155a
ENSDARG00000038458	zgc:172057
ENSDARG00000032493	chn1
ENSDARG00000010462	sp9
ENSDARG00000001549	sp3a
ENSDARG00000085180	5S_rRNA
ENSDARG00000077620	cdca7a
ENSDARG00000006978	zak
ENSDARG00000079872	rapgef4
ENSDARG00000093284	si:ch211-173m16.2
ENSDARG00000092185	si:ch211-173m16.1
ENSDARG00000063580	si:ch1073-219n12.1
ENSDARG00000013128	pdk1
ENSDARG00000011652	RANBP2 (1 of 2)
ENSDARG00000005756	dync1i2a
ENSDARG00000078386	DYNC1I2 (1 of 3)
ENSDARG00000034916	hat1
ENSDARG00000013125	dlx1a
ENSDARG00000079964	dlx2a
ENSDARG00000042282	itga6a
ENSDARG00000074909	dcaf17
ENSDARG00000095577	cybrd1
ENSDARG00000017359	mettl8
ENSDARG00000089651	CR936465.1
ENSDARG00000042467	tlk1a
ENSDARG00000093411	gad1a
ENSDARG00000083516	5S_rRNA
ENSDARG00000076571	sp5
ENSDARG00000006892	MYO3B
ENSDARG00000087799	5S_rRNA
ENSDARG00000042508	ubr3
ENSDARG00000089532	CABZ01051288.2
ENSDARG00000034801	mylka
ENSDARG00000089479	5S_rRNA
ENSDARG00000090738	mylka
ENSDARG00000078117	kalrna
ENSDARG00000093749	si:ch73-83c10.2
ENSDARG00000077165	KCNJ3 (2 of 2)
ENSDARG00000077128	galnt13
ENSDARG00000053383	rprma
ENSDARG00000058467	prpf40a
ENSDARG00000012586	fmnl2a
ENSDARG00000017007	nr4a2a
ENSDARG00000083114	CU207353.2
ENSDARG00000083000	CU207353.1
ENSDARG00000061709	CABZ01069344.1
ENSDARG00000086172	CABZ01079442.1
ENSDARG00000012945	tnfsf13b
ENSDARG00000059209	abhd13
ENSDARG00000086224	FAM155A (1 of 2)
ENSDARG00000061717	CABZ01075242.1
ENSDARG00000088812	CABZ01075242.1
ENSDARG00000086154	CABZ01053196.1
ENSDARG00000076824	CCKBR (1 of 2)
ENSDARG00000022261	pdzk1
ENSDARG00000077983	GPR89B
ENSDARG00000095858	si:ch73-374e19.1
ENSDARG00000039335	st6gal2
ENSDARG00000027822	si:ch211-259i2.2
ENSDARG00000084855	5S_rRNA
ENSDARG00000056102	uxs1
ENSDARG00000056087	C9H2orf40 (2 of 2)
ENSDARG00000018206	nck2a
ENSDARG00000083663	5S_rRNA
ENSDARG00000087244	5S_rRNA
ENSDARG00000094079	si:dkeyp-118h3.7
ENSDARG00000042018	fhl2a
ENSDARG00000042025	C9H2orf49
ENSDARG00000063357	GPR45
ENSDARG00000042032	pou3f3a
ENSDARG00000094058	si:dkeyp-118h3.1
ENSDARG00000083322	5S_rRNA
ENSDARG00000040374	tmem182
ENSDARG00000074728	mfsd9
ENSDARG00000084681	5S_rRNA
ENSDARG00000058780	slc9a2
ENSDARG00000063352	inpp4aa
ENSDARG00000042124	si:dkey-4e7.3
ENSDARG00000094833	coa5
ENSDARG00000063330	mgat4a
ENSDARG00000092548	si:ch211-121j5.2
ENSDARG00000000666	creg2
ENSDARG00000092835	si:ch211-121j5.4
ENSDARG00000044766	mitd1
ENSDARG00000084180	5S_rRNA
ENSDARG00000058733	ihha
ENSDARG00000088891	slc23a3
ENSDARG00000042114	BIN1 (1 of 2)
ENSDARG00000042115	tmem198a
ENSDARG00000058656	desma
ENSDARG00000058646	ptprna
ENSDARG00000081163	mir153c
ENSDARG00000058644	DNAJB2
ENSDARG00000070155	tuba8l3
ENSDARG00000094466	si:ch73-199e17.1
ENSDARG00000042106	mnx2a
ENSDARG00000006863	CCDC108
ENSDARG00000078582	myo16
ENSDARG00000084530	5S_rRNA
ENSDARG00000042063	si:ch211-145c1.1
ENSDARG00000086529	si:dkey-90l23.2
ENSDARG00000092057	ENSDARG00000092057
ENSDARG00000094478	si:ch1073-75o15.4
ENSDARG00000094616	EVA1A
ENSDARG00000032156	zgc:171776
ENSDARG00000095741	ENSDARG00000095741
ENSDARG00000070166	EVA1B (2 of 5)
ENSDARG00000075282	irs2
ENSDARG00000084872	5S_rRNA
ENSDARG00000055009	col4a1
ENSDARG00000088068	5S_rRNA
ENSDARG00000092413	si:ch73-182o2.1
ENSDARG00000020781	col4a2
ENSDARG00000005049	rab20
ENSDARG00000077119	CARKD
ENSDARG00000004771	ankrd10b
ENSDARG00000003017	zgc:55512
ENSDARG00000019116	ing1
ENSDARG00000058606	SIK1
ENSDARG00000095815	si:ch211-133d10.1
ENSDARG00000010946	cbsb
ENSDARG00000015325	u2af1
ENSDARG00000087403	si:ch211-214p13.3
ENSDARG00000095277	si:ch211-214p13.4
ENSDARG00000092106	si:ch211-214p13.8
ENSDARG00000041998	CD200 (1 of 3)
ENSDARG00000092288	si:ch211-214p13.7
ENSDARG00000085739	5S_rRNA
ENSDARG00000091411	CD200R1L
ENSDARG00000006292	MAATS1
ENSDARG00000029766	nr1i2
ENSDARG00000017803	gsk3b
ENSDARG00000086215	GPR156
ENSDARG00000063509	lrrc58b
ENSDARG00000039576	fstl1b
ENSDARG00000092421	si:ch1073-394i4.1
ENSDARG00000086795	TTF2
ENSDARG00000063212	prmt2
ENSDARG00000080736	5S_rRNA
ENSDARG00000006220	ugt1ab
ENSDARG00000063224	nxph2a
ENSDARG00000010563	spopla
ENSDARG00000012796	hnmt
ENSDARG00000095022	thsd7ba
ENSDARG00000085648	5S_rRNA
ENSDARG00000079375	si:ch211-266l9.1
ENSDARG00000075595	si:ch211-176m18.1
ENSDARG00000085939	SNORD27
ENSDARG00000041959	cxcr4b
ENSDARG00000070043	dars
ENSDARG00000090534	TMBIM1 (2 of 2)
ENSDARG00000024112	gmppaa
ENSDARG00000055934	si:ch1073-416j23.1
ENSDARG00000093103	si:rp71-31c2.1
ENSDARG00000095306	si:dkey-22p6.2
ENSDARG00000025162	asic4a
ENSDARG00000078392	chpfa
ENSDARG00000073935	wnt6b
ENSDARG00000082602	5S_rRNA
ENSDARG00000017155	wnt10a
ENSDARG00000083967	5S_rRNA
ENSDARG00000078671	cdk5r2b
ENSDARG00000009242	fev
ENSDARG00000080888	dre-mir-1788
